Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,20,The Late Shaft,"Mon, Apr 12, 2010",2010,7.7,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,21,Den of Thieves,"Mon, Apr 19, 2010",2010,8.1,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,22,Food to Die For,"Mon, May 3, 2010",2010,7.9,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,23,Overkill,"Mon, May 10, 2010",2010,7.7,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",2,24,A Deadly Game,"Mon, May 17, 2010",2010,8.5,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,1,A Deadly Affair,"Mon, Sep 20, 2010",2010,8.3,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,2,"He's Dead, She's Dead","Mon, Sep 27, 2010",2010,7.7,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,3,Under the Gun,"Mon, Oct 4, 2010",2010,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,4,Punked,"Mon, Oct 11, 2010",2010,8.2,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,5,Anatomy of a Murder,"Mon, Oct 18, 2010",2010,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,6,3XK,"Mon, Oct 25, 2010",2010,8.7,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,7,Almost Famous,"Mon, Nov 1, 2010",2010,7.5,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,8,Murder Most Fowl,"Mon, Nov 8, 2010",2010,7.9,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,9,Close Encounters of the Murderous Kind,"Mon, Nov 15, 2010",2010,8.3,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,10,Last Call,"Mon, Dec 6, 2010",2010,8.3,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,11,Nikki Heat,"Mon, Jan 3, 2011",2011,8.7,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,12,"Poof, You're Dead","Mon, Jan 10, 2011",2011,8.1,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,13,Knockdown,"Mon, Jan 24, 2011",2011,9.0,2.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,14,Lucky Stiff,"Mon, Feb 7, 2011",2011,7.8,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,15,The Final Nail,"Mon, Feb 14, 2011",2011,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,16,Setup,"Mon, Feb 21, 2011",2011,8.6,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,17,Countdown,"Mon, Feb 28, 2011",2011,8.8,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,18,One Life to Lose,"Mon, Mar 21, 2011",2011,7.7,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,19,Law & Murder,"Mon, Mar 28, 2011",2011,8.0,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,20,Slice of Death,"Mon, Apr 4, 2011",2011,7.8,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,21,The Dead Pool,"Mon, Apr 11, 2011",2011,7.6,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,22,To Love and Die in L.A.,"Mon, May 2, 2011",2011,8.5,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,23,Pretty Dead,"Mon, May 9, 2011",2011,7.5,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",3,24,Knockout,"Mon, May 16, 2011",2011,9.2,2.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,1,Rise,"Mon, Sep 19, 2011",2011,8.4,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,2,Heroes and Villains,"Mon, Sep 26, 2011",2011,8.3,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,3,Head Case,"Mon, Oct 3, 2011",2011,7.6,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,4,Kick the Ballistics,"Mon, Oct 10, 2011",2011,8.1,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,5,Eye of the Beholder,"Mon, Oct 17, 2011",2011,8.2,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,6,Demons,"Mon, Oct 24, 2011",2011,8.2,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,7,Cops & Robbers,"Mon, Oct 31, 2011",2011,9.0,2.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,8,Heartbreak Hotel,"Mon, Nov 7, 2011",2011,7.6,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,9,Kill Shot,"Mon, Nov 21, 2011",2011,8.5,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,10,Cuffed,"Mon, Dec 5, 2011",2011,8.6,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,11,Til Death Do Us Part,"Mon, Jan 9, 2012",2012,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,12,Dial M for Mayor,"Mon, Jan 16, 2012",2012,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,13,An Embarrassment of Bitches,"Mon, Jan 23, 2012",2012,7.8,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,14,The Blue Butterfly,"Mon, Feb 6, 2012",2012,8.8,2.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,15,Pandora,"Mon, Feb 13, 2012",2012,8.6,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,16,Linchpin,"Mon, Feb 20, 2012",2012,8.5,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,17,Once Upon a Crime,"Mon, Feb 27, 2012",2012,8.0,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,18,A Dance with Death,"Mon, Mar 19, 2012",2012,7.5,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,19,47 Seconds,"Mon, Mar 26, 2012",2012,8.4,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,20,The Limey,"Mon, Apr 2, 2012",2012,7.7,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,21,Headhunters,"Mon, Apr 16, 2012",2012,8.3,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,22,Undead Again,"Mon, Apr 30, 2012",2012,8.5,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",4,23,Always,"Mon, May 7, 2012",2012,9.3,3.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,1,After the Storm,"Mon, Sep 24, 2012",2012,9.0,2.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,2,Cloudy with a Chance of Murder,"Mon, Oct 1, 2012",2012,8.2,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,3,Secret's Safe with Me,"Mon, Oct 8, 2012",2012,8.2,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,4,Murder He Wrote,"Mon, Oct 15, 2012",2012,8.8,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,5,Probable Cause,"Mon, Oct 29, 2012",2012,9.1,2.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,6,The Final Frontier,"Mon, Nov 5, 2012",2012,8.6,2.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,7,Swan Song,"Mon, Nov 12, 2012",2012,7.5,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,8,After Hours,"Mon, Nov 19, 2012",2012,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,9,Secret Santa,"Mon, Dec 3, 2012",2012,8.1,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,10,Significant Others,"Mon, Jan 7, 2013",2013,8.0,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,11,Under the Influence,"Mon, Jan 14, 2013",2013,7.5,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,12,Death Gone Crazy,"Mon, Jan 21, 2013",2013,7.4,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,13,Recoil,"Mon, Feb 4, 2013",2013,8.2,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,14,Reality Star Struck,"Mon, Feb 11, 2013",2013,7.7,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,15,Target,"Mon, Feb 18, 2013",2013,9.1,2.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,16,Hunt,"Mon, Feb 25, 2013",2013,9.3,2.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,17,Scared to Death,"Mon, Mar 18, 2013",2013,8.1,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,18,The Wild Rover,"Mon, Mar 25, 2013",2013,8.5,1.6K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,19,The Lives of Others,"Mon, Apr 1, 2013",2013,9.1,2.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,20,The Fast and the Furriest,"Mon, Apr 15, 2013",2013,7.3,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,21,The Squab and the Quail,"Mon, Apr 22, 2013",2013,7.7,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,22,Still,"Mon, Apr 29, 2013",2013,8.5,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,23,The Human Factor,"Mon, May 6, 2013",2013,7.8,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",5,24,Watershed,"Mon, May 13, 2013",2013,8.2,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,1,Valkyrie,"Mon, Sep 23, 2013",2013,8.3,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,2,Dreamworld,"Mon, Sep 30, 2013",2013,7.9,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,3,Need to Know,"Mon, Oct 7, 2013",2013,7.7,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,4,Number One Fan,"Mon, Oct 14, 2013",2013,8.3,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,5,Time Will Tell,"Mon, Oct 21, 2013",2013,8.8,2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,6,Get a Clue,"Mon, Oct 28, 2013",2013,7.8,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,7,"Like Father, Like Daughter","Mon, Nov 4, 2013",2013,8.3,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,8,A Murder Is Forever,"Mon, Nov 11, 2013",2013,7.5,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,9,Disciple,"Mon, Nov 18, 2013",2013,8.9,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,10,"The Good, the Bad & the Baby","Mon, Nov 25, 2013",2013,8.2,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,11,Under Fire,"Mon, Jan 6, 2014",2014,8.6,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,12,Deep Cover,"Mon, Jan 13, 2014",2014,8.4,1.4K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,13,Limelight,"Mon, Jan 20, 2014",2014,7.9,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,14,Dressed to Kill,"Mon, Feb 3, 2014",2014,7.7,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,15,Smells Like Teen Spirit,"Mon, Feb 17, 2014",2014,8.1,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,16,Room 147,"Mon, Feb 24, 2014",2014,8.1,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,17,In the Belly of the Beast,"Mon, Mar 3, 2014",2014,8.6,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,18,The Way of the Ninja,"Mon, Mar 17, 2014",2014,8.1,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,19,The Greater Good,"Mon, Mar 24, 2014",2014,7.7,1.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,20,That '70s Show,"Mon, Apr 21, 2014",2014,8.2,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,21,Law & Boarder,"Mon, Apr 28, 2014",2014,7.3,1.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,22,Veritas,"Mon, May 5, 2014",2014,9.1,1.8K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",6,23,For Better or Worse,"Mon, May 12, 2014",2014,7.7,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,1,Driven,"Mon, Sep 29, 2014",2014,7.9,1.5K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,2,Montreal,"Mon, Oct 6, 2014",2014,8.0,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,3,Clear & Present Danger,"Mon, Oct 13, 2014",2014,7.8,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,4,Child's Play,"Mon, Oct 20, 2014",2014,7.8,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,5,Meme Is Murder,"Mon, Oct 27, 2014",2014,7.9,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,6,The Time of Our Lives,"Mon, Nov 10, 2014",2014,8.5,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,7,Once Upon a Time in the West,"Mon, Nov 17, 2014",2014,8.1,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,8,Kill Switch,"Mon, Nov 24, 2014",2014,8.0,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,9,Last Action Hero,"Mon, Dec 1, 2014",2014,7.5,1.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,10,Bad Santa,"Mon, Dec 8, 2014",2014,7.8,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,11,"Castle, P.I.","Mon, Jan 12, 2015",2015,8.5,1.3K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,12,Private Eye Caramba!,"Mon, Jan 19, 2015",2015,7.7,1.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,13,"I, Witness","Mon, Feb 2, 2015",2015,8.0,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,14,Resurrection,"Mon, Feb 9, 2015",2015,9.0,1.7K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,15,Reckoning,"Mon, Feb 16, 2015",2015,9.1,1.9K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,16,The Wrong Stuff,"Mon, Feb 23, 2015",2015,7.9,1.2K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,17,Hong Kong Hustle,"Mon, Mar 16, 2015",2015,7.7,1.1K
Castle,tt1219024,"Cop Drama, Cozy Mystery, Feel-Good Romance, Police Procedural, Whodunnit, Comedy, Crime, Drama, Mystery, Romance",7,18,At Close Range,"Mon, Mar 23, 2015",2015,8.1,1.1K
